[2024-03-27T14:59:57.170+0000] {taskinstance.py:1979} INFO - Dependencies all met for dep_context=non-requeueable deps ti=<TaskInstance: ingesting_data_bq.download_dataset_1_task scheduled__2024-03-26T00:00:00+00:00 [queued]>
[2024-03-27T14:59:57.206+0000] {taskinstance.py:1979} INFO - Dependencies all met for dep_context=requeueable deps ti=<TaskInstance: ingesting_data_bq.download_dataset_1_task scheduled__2024-03-26T00:00:00+00:00 [queued]>
[2024-03-27T14:59:57.207+0000] {taskinstance.py:2193} INFO - Starting attempt 1 of 1
[2024-03-27T14:59:57.273+0000] {taskinstance.py:2214} INFO - Executing <Task(BashOperator): download_dataset_1_task> on 2024-03-26 00:00:00+00:00
[2024-03-27T14:59:57.282+0000] {standard_task_runner.py:60} INFO - Started process 87 to run task
[2024-03-27T14:59:57.292+0000] {standard_task_runner.py:87} INFO - Running: ['***', 'tasks', 'run', 'ingesting_data_bq', 'download_dataset_1_task', 'scheduled__2024-03-26T00:00:00+00:00', '--job-id', '377', '--raw', '--subdir', 'DAGS_FOLDER/ingest_data_to_gcs.py', '--cfg-path', '/tmp/tmpn2i1j0wo']
[2024-03-27T14:59:57.307+0000] {standard_task_runner.py:88} INFO - Job 377: Subtask download_dataset_1_task
[2024-03-27T14:59:57.456+0000] {task_command.py:423} INFO - Running <TaskInstance: ingesting_data_bq.download_dataset_1_task scheduled__2024-03-26T00:00:00+00:00 [running]> on host d3d7fa608a49
[2024-03-27T14:59:57.640+0000] {taskinstance.py:2510} INFO - Exporting env vars: AIRFLOW_CTX_DAG_OWNER='***' AIRFLOW_CTX_DAG_ID='ingesting_data_bq' AIRFLOW_CTX_TASK_ID='download_dataset_1_task' AIRFLOW_CTX_EXECUTION_DATE='2024-03-26T00:00:00+00:00' AIRFLOW_CTX_TRY_NUMBER='1' AIRFLOW_CTX_DAG_RUN_ID='scheduled__2024-03-26T00:00:00+00:00'
[2024-03-27T14:59:57.642+0000] {subprocess.py:63} INFO - Tmp dir root location: /tmp
[2024-03-27T14:59:57.646+0000] {subprocess.py:75} INFO - Running command: ['/usr/bin/bash', '-c', 'wget -O /opt/***/chicago_crime_data_1.csv https://data.cityofchicago.org/resource/d62x-nvdr.csv?\\$limit=300000']
[2024-03-27T14:59:57.676+0000] {subprocess.py:86} INFO - Output:
[2024-03-27T14:59:57.680+0000] {subprocess.py:93} INFO - --2024-03-27 14:59:57--  https://data.cityofchicago.org/resource/d62x-nvdr.csv?$limit=300000
[2024-03-27T14:59:57.698+0000] {subprocess.py:93} INFO - Resolving data.cityofchicago.org (data.cityofchicago.org)... 52.206.140.205, 52.206.140.199, 52.206.68.26, ...
[2024-03-27T15:00:00.173+0000] {subprocess.py:93} INFO -   1900K .......... .......... .......... .......... ..........  408M
[2024-03-27T15:00:00.178+0000] {subprocess.py:93} INFO -   1950K .......... .......... .......... .......... .......... 7.91M
[2024-03-27T15:00:00.179+0000] {subprocess.py:93} INFO -   2000K .......... .......... .......... .......... .......... 24.3M
[2024-03-27T15:00:00.179+0000] {subprocess.py:93} INFO -   2050K .......... .......... .......... .......... .......... 32.4M
[2024-03-27T15:00:00.180+0000] {subprocess.py:93} INFO -   2100K .......... .......... .......... .......... .......... 15.9M
[2024-03-27T15:00:00.180+0000] {subprocess.py:93} INFO -   2150K .......... .......... .......... .......... .......... 42.5M
[2024-03-27T15:00:00.180+0000] {subprocess.py:93} INFO -   2200K .......... .......... .......... .......... .......... 83.4M
[2024-03-27T15:00:00.181+0000] {subprocess.py:93} INFO -   2250K .......... .......... .......... .......... .......... 47.3M
[2024-03-27T15:00:00.377+0000] {subprocess.py:93} INFO -   2300K .......... .......... .......... .......... ..........  249K
[2024-03-27T15:00:00.378+0000] {subprocess.py:93} INFO -   2350K .......... .......... .......... .......... .......... 25.7M
[2024-03-27T15:00:00.378+0000] {subprocess.py:93} INFO -   2400K .......... .......... .......... .......... ..........  249M
[2024-03-27T15:00:00.379+0000] {subprocess.py:93} INFO -   2450K .......... .......... .......... .......... ..........  491M
[2024-03-27T15:00:00.379+0000] {subprocess.py:93} INFO -   2500K .......... .......... .......... .......... .......... 97.0M
[2024-03-27T15:00:00.380+0000] {subprocess.py:93} INFO -   2550K .......... .......... .......... .......... .......... 57.6M
[2024-03-27T15:00:00.381+0000] {subprocess.py:93} INFO -   2600K .......... .......... .......... .......... .......... 31.8M
[2024-03-27T15:00:00.386+0000] {subprocess.py:93} INFO -   2650K .......... .......... .......... .......... .......... 12.6M
[2024-03-27T15:00:00.387+0000] {subprocess.py:93} INFO -   2700K .......... .......... .......... .......... ..........  106M
[2024-03-27T15:00:00.387+0000] {subprocess.py:93} INFO -   2750K .......... .......... .......... .......... ..........  193M
[2024-03-27T15:00:00.388+0000] {subprocess.py:93} INFO -   2800K .......... .......... .......... .......... .......... 27.7M
[2024-03-27T15:00:00.388+0000] {subprocess.py:93} INFO -   2850K .......... .......... .......... .......... ..........  517M
[2024-03-27T15:00:00.389+0000] {subprocess.py:93} INFO -   2900K .......... .......... .......... .......... ..........  258M
[2024-03-27T15:00:00.390+0000] {subprocess.py:93} INFO -   2950K .......... .......... .......... .......... ..........  493M
[2024-03-27T15:00:00.391+0000] {subprocess.py:93} INFO -   3000K .......... .......... .......... .......... .......... 12.9M
[2024-03-27T15:00:00.427+0000] {subprocess.py:93} INFO -   3050K .......... .......... .......... .......... .......... 1.38M
[2024-03-27T15:00:00.427+0000] {subprocess.py:93} INFO -   3100K .......... .......... .......... .......... .......... 76.7M
[2024-03-27T15:00:00.433+0000] {subprocess.py:93} INFO -   3150K .......... .......... .......... .......... .......... 9.66M
[2024-03-27T15:00:00.434+0000] {subprocess.py:93} INFO -   3200K .......... .......... .......... .......... .......... 35.3M
[2024-03-27T15:00:00.491+0000] {subprocess.py:93} INFO -   3250K .......... .......... .......... .......... ..........  874K
[2024-03-27T15:00:00.493+0000] {subprocess.py:93} INFO -   3300K .......... .......... .......... .......... .......... 30.0M
[2024-03-27T15:00:00.528+0000] {subprocess.py:93} INFO -   3350K .......... .......... .......... .......... .......... 1.38M
[2024-03-27T15:00:00.534+0000] {subprocess.py:93} INFO -   3400K .......... .......... .......... .......... .......... 40.0M
[2024-03-27T15:00:00.590+0000] {subprocess.py:93} INFO -   3450K .......... .......... .......... .......... ..........  831K
[2024-03-27T15:00:00.590+0000] {subprocess.py:93} INFO -   3500K .......... .......... .......... .......... .......... 46.8M
[2024-03-27T15:00:00.592+0000] {subprocess.py:93} INFO -   3550K .......... .......... .......... .......... .......... 33.4M
[2024-03-27T15:00:00.634+0000] {subprocess.py:93} INFO -   3600K .......... .......... .......... .......... .......... 1.17M
[2024-03-27T15:00:00.636+0000] {subprocess.py:93} INFO -   3650K .......... .......... .......... .......... .......... 21.6M
[2024-03-27T15:00:00.680+0000] {subprocess.py:93} INFO -   3700K .......... .......... .......... .......... .......... 1.10M
[2024-03-27T15:00:00.681+0000] {subprocess.py:93} INFO -   3750K .......... .......... .......... .......... ..........  321M
[2024-03-27T15:00:00.719+0000] {subprocess.py:93} INFO -   3800K .......... .......... .......... .......... .......... 1.32M
[2024-03-27T15:00:00.719+0000] {subprocess.py:93} INFO -   3850K .......... .......... .......... .......... .......... 29.5M
[2024-03-27T15:00:00.773+0000] {subprocess.py:93} INFO -   3900K .......... .......... .......... .......... ..........  934K
[2024-03-27T15:00:00.776+0000] {subprocess.py:93} INFO -   3950K .......... .......... .......... .......... .......... 12.6M
[2024-03-27T15:00:00.808+0000] {subprocess.py:93} INFO -   4000K .......... .......... .......... .......... .......... 1.65M
[2024-03-27T15:00:00.809+0000] {subprocess.py:93} INFO -   4050K .......... .......... .......... .......... .......... 77.2M
[2024-03-27T15:00:00.811+0000] {subprocess.py:93} INFO -   4100K .......... .......... .......... .......... .......... 11.2M
[2024-03-27T15:00:00.839+0000] {subprocess.py:93} INFO -   4150K .......... .......... .......... .......... .......... 1.74M
[2024-03-27T15:00:00.840+0000] {subprocess.py:93} INFO -   4200K .......... .......... .......... .......... .......... 46.0M
[2024-03-27T15:00:00.893+0000] {subprocess.py:93} INFO -   4250K .......... .......... .......... .......... ..........  950K
[2024-03-27T15:00:00.895+0000] {subprocess.py:93} INFO -   4300K .......... .......... .......... .......... .......... 26.0M
[2024-03-27T15:00:00.938+0000] {subprocess.py:93} INFO -   4350K .......... .......... .......... .......... .......... 1.12M
[2024-03-27T15:00:00.940+0000] {subprocess.py:93} INFO -   4400K .......... .......... .......... .......... .......... 29.8M
[2024-03-27T15:00:00.994+0000] {subprocess.py:93} INFO -   4450K .......... .......... .......... .......... ..........  942K
[2024-03-27T15:00:01.000+0000] {subprocess.py:93} INFO -   4500K .......... .......... .......... .......... .......... 20.9M
[2024-03-27T15:00:01.007+0000] {subprocess.py:93} INFO -   4550K .......... .......... .......... .......... .......... 5.66M
[2024-03-27T15:00:01.030+0000] {subprocess.py:93} INFO -   4600K .......... .......... .......... .......... .......... 1.86M
[2024-03-27T15:00:01.033+0000] {subprocess.py:93} INFO -   4650K .......... .......... .......... .......... .......... 17.9M
[2024-03-27T15:00:01.087+0000] {subprocess.py:93} INFO -   4700K .......... .......... .......... .......... ..........  922K
[2024-03-27T15:00:01.088+0000] {subprocess.py:93} INFO -   4750K .......... .......... .......... .......... ..........  219M
[2024-03-27T15:00:01.114+0000] {subprocess.py:93} INFO -   4800K .......... .......... .......... .......... .......... 1.85M
[2024-03-27T15:00:01.117+0000] {subprocess.py:93} INFO -   4850K .......... .......... .......... .......... .......... 26.5M
[2024-03-27T15:00:01.168+0000] {subprocess.py:93} INFO -   4900K .......... .......... .......... .......... ..........  963K
[2024-03-27T15:00:01.169+0000] {subprocess.py:93} INFO -   4950K .......... .......... .......... .......... .......... 28.5M
[2024-03-27T15:00:01.202+0000] {subprocess.py:93} INFO -   5000K .......... .......... .......... .......... .......... 1.59M
[2024-03-27T15:00:01.203+0000] {subprocess.py:93} INFO -   5050K .......... .......... .......... .......... .......... 41.3M
[2024-03-27T15:00:01.240+0000] {subprocess.py:93} INFO -   5100K .......... .......... .......... .......... .......... 1.29M
[2024-03-27T15:00:01.244+0000] {subprocess.py:93} INFO -   5150K .......... .......... .......... .......... .......... 9.64M
[2024-03-27T15:00:01.245+0000] {subprocess.py:93} INFO -   5200K .......... .......... .......... .......... ..........  212M
[2024-03-27T15:00:01.287+0000] {subprocess.py:93} INFO -   5250K .......... .......... .......... .......... .......... 1.17M
[2024-03-27T15:00:01.287+0000] {subprocess.py:93} INFO -   5300K .......... .......... .......... .......... .......... 89.3M
[2024-03-27T15:00:01.336+0000] {subprocess.py:93} INFO -   5350K .......... .......... .......... .......... .......... 1.00M
[2024-03-27T15:00:01.337+0000] {subprocess.py:93} INFO -   5400K .......... .......... .......... .......... .......... 37.3M
[2024-03-27T15:00:01.379+0000] {subprocess.py:93} INFO -   5450K .......... .......... .......... .......... .......... 1.17M
[2024-03-27T15:00:01.386+0000] {subprocess.py:93} INFO -   5500K .......... .......... .......... .......... .......... 7.25M
[2024-03-27T15:00:01.424+0000] {subprocess.py:93} INFO -   5550K .......... .......... .......... .......... .......... 1.28M
[2024-03-27T15:00:01.424+0000] {subprocess.py:93} INFO -   5600K .......... .......... .......... .......... ..........  139M
[2024-03-27T15:00:01.574+0000] {subprocess.py:93} INFO -   5650K .......... .......... .......... .......... ..........  332K
[2024-03-27T15:00:01.600+0000] {subprocess.py:93} INFO -   5700K .......... .......... .......... .......... .......... 1.91M
[2024-03-27T15:00:01.600+0000] {subprocess.py:93} INFO -   5750K .......... .......... .......... .......... ..........  406M
[2024-03-27T15:00:01.601+0000] {subprocess.py:93} INFO -   5800K .......... .......... .......... .......... ..........  308M
[2024-03-27T15:00:01.603+0000] {subprocess.py:93} INFO -   5850K .......... .......... .......... .......... ..........  170M
[2024-03-27T15:00:01.603+0000] {subprocess.py:93} INFO -   5900K .......... .......... .......... .......... .......... 58.1M
[2024-03-27T15:00:01.608+0000] {subprocess.py:93} INFO -   5950K .......... .......... .......... .......... ..........  248M
[2024-03-27T15:00:01.608+0000] {subprocess.py:93} INFO -   6000K .......... .......... .......... .......... .......... 8.26M
[2024-03-27T15:00:01.609+0000] {subprocess.py:93} INFO -   6050K .......... .......... .......... .......... .......... 96.9M
[2024-03-27T15:00:01.636+0000] {subprocess.py:93} INFO -   6100K .......... .......... .......... .......... .......... 1.76M
[2024-03-27T15:00:01.638+0000] {subprocess.py:93} INFO -   6150K .......... .......... .......... .......... .......... 45.6M
[2024-03-27T15:00:01.639+0000] {subprocess.py:93} INFO -   6200K .......... .......... .......... .......... .......... 33.4M
[2024-03-27T15:00:01.678+0000] {subprocess.py:93} INFO -   6250K .......... .......... .......... .......... .......... 1.23M
[2024-03-27T15:00:01.708+0000] {subprocess.py:93} INFO -   6300K .......... .......... .......... .......... .......... 1.61M
[2024-03-27T15:00:01.710+0000] {subprocess.py:93} INFO -   6350K .......... .......... .......... .......... .......... 29.6M
[2024-03-27T15:00:01.711+0000] {subprocess.py:93} INFO -   6400K .......... .......... .......... .......... .......... 37.6M
[2024-03-27T15:00:01.756+0000] {subprocess.py:93} INFO -   6450K .......... .......... .......... .......... .......... 1.12M
[2024-03-27T15:00:01.757+0000] {subprocess.py:93} INFO -   6500K .......... .......... .......... .......... .......... 34.7M
[2024-03-27T15:00:01.811+0000] {subprocess.py:93} INFO -   6550K .......... .......... .......... .......... ..........  955K
[2024-03-27T15:00:01.811+0000] {subprocess.py:93} INFO -   6600K .......... .......... .......... .......... .......... 41.4M
[2024-03-27T15:00:01.812+0000] {subprocess.py:93} INFO -   6650K .......... .......... .......... .......... .......... 40.3M
[2024-03-27T15:00:01.866+0000] {subprocess.py:93} INFO -   6700K .......... .......... .......... .......... ..........  911K
[2024-03-27T15:00:01.893+0000] {subprocess.py:93} INFO -   6750K .......... .......... .......... .......... .......... 1.88M
[2024-03-27T15:00:01.894+0000] {subprocess.py:93} INFO -   6800K .......... .......... .......... .......... .......... 31.3M
[2024-03-27T15:00:01.943+0000] {subprocess.py:93} INFO -   6850K .......... .......... .......... .......... .......... 1.10M
[2024-03-27T15:00:01.944+0000] {subprocess.py:93} INFO -   6900K .......... .......... .......... .......... .......... 29.0M
[2024-03-27T15:00:01.944+0000] {subprocess.py:93} INFO -   6950K .......... .......... .......... .......... .......... 36.1M
[2024-03-27T15:00:01.978+0000] {subprocess.py:93} INFO -   7000K .......... .......... .......... .......... .......... 1.34M
[2024-03-27T15:00:01.979+0000] {subprocess.py:93} INFO -   7050K .......... .......... .......... .......... .......... 55.0M
[2024-03-27T15:00:02.013+0000] {subprocess.py:93} INFO -   7100K .......... .......... .......... .......... .......... 1.40M
[2024-03-27T15:00:02.015+0000] {subprocess.py:93} INFO -   7150K .......... .......... .......... .......... .......... 35.9M
[2024-03-27T15:00:02.062+0000] {subprocess.py:93} INFO -   7200K .......... .......... .......... .......... .......... 1.03M
[2024-03-27T15:00:02.065+0000] {subprocess.py:93} INFO -   7250K .......... .......... .......... .......... .......... 24.9M
[2024-03-27T15:00:02.101+0000] {subprocess.py:93} INFO -   7300K .......... .......... .......... .......... .......... 1.33M
[2024-03-27T15:00:02.106+0000] {subprocess.py:93} INFO -   7350K .......... .......... .......... .......... .......... 9.29M
[2024-03-27T15:00:02.106+0000] {subprocess.py:93} INFO -   7400K .......... .......... .......... .......... ..........  456M
[2024-03-27T15:00:02.150+0000] {subprocess.py:93} INFO -   7450K .......... .......... .......... .......... .......... 1.10M
[2024-03-27T15:00:02.153+0000] {subprocess.py:93} INFO -   7500K .......... .......... .......... .......... .......... 16.4M
[2024-03-27T15:00:02.192+0000] {subprocess.py:93} INFO -   7550K .......... .......... .......... .......... .......... 1.30M
[2024-03-27T15:00:02.193+0000] {subprocess.py:93} INFO -   7600K .......... .......... .......... .......... ..........  169M
[2024-03-27T15:00:02.235+0000] {subprocess.py:93} INFO -   7650K .......... .......... .......... .......... .......... 1.13M
[2024-03-27T15:00:02.236+0000] {subprocess.py:93} INFO -   7700K .......... .......... .......... .......... .......... 22.2M
[2024-03-27T15:00:02.277+0000] {subprocess.py:93} INFO -   7750K .......... .......... .......... .......... .......... 1.26M
[2024-03-27T15:00:02.277+0000] {subprocess.py:93} INFO -   7800K .......... .......... .......... .......... .......... 50.2M
[2024-03-27T15:00:02.326+0000] {subprocess.py:93} INFO -   7850K .......... .......... .......... .......... .......... 1.00M
[2024-03-27T15:00:02.330+0000] {subprocess.py:93} INFO -   7900K .......... .......... .......... .......... .......... 37.6M
[2024-03-27T15:00:02.332+0000] {subprocess.py:93} INFO -   7950K .......... .......... .......... .......... .......... 9.43M
[2024-03-27T15:00:02.383+0000] {subprocess.py:93} INFO -   8000K .......... .......... .......... .......... ..........  973K
[2024-03-27T15:00:02.384+0000] {subprocess.py:93} INFO -   8050K .......... .......... .......... .......... .......... 39.8M
[2024-03-27T15:00:02.426+0000] {subprocess.py:93} INFO -   8100K .......... .......... .......... .......... .......... 1.16M
[2024-03-27T15:00:02.426+0000] {subprocess.py:93} INFO -   8150K .......... .......... .......... .......... ..........  513M
[2024-03-27T15:00:02.476+0000] {subprocess.py:93} INFO -   8200K .......... .......... .......... .......... ..........  998K
[2024-03-27T15:00:02.478+0000] {subprocess.py:93} INFO -   8250K .......... .......... .......... .......... .......... 42.4M
[2024-03-27T15:00:02.524+0000] {subprocess.py:93} INFO -   8300K .......... .......... .......... .......... .......... 1.04M
[2024-03-27T15:00:02.525+0000] {subprocess.py:93} INFO -   8350K .......... .......... .......... .......... .......... 44.3M
[2024-03-27T15:00:02.572+0000] {subprocess.py:93} INFO -   8400K .......... .......... .......... .......... .......... 1.04M
[2024-03-27T15:00:02.573+0000] {subprocess.py:93} INFO -   8450K .......... .......... .......... .......... .......... 32.3M
[2024-03-27T15:00:02.622+0000] {subprocess.py:93} INFO -   8500K .......... .......... .......... .......... .......... 1.00M
[2024-03-27T15:00:02.623+0000] {subprocess.py:93} INFO -   8550K .......... .......... .......... .......... .......... 47.7M
[2024-03-27T15:00:02.624+0000] {subprocess.py:93} INFO -   8600K .......... .......... .......... .......... .......... 45.5M
[2024-03-27T15:00:02.664+0000] {subprocess.py:93} INFO -   8650K .......... .......... .......... .......... .......... 1.23M
[2024-03-27T15:00:02.665+0000] {subprocess.py:93} INFO -   8700K .......... .......... .......... .......... .......... 47.6M
[2024-03-27T15:00:02.714+0000] {subprocess.py:93} INFO -   8750K .......... .......... .......... .......... .......... 1.00M
[2024-03-27T15:00:02.716+0000] {subprocess.py:93} INFO -   8800K .......... .......... .......... .......... .......... 19.8M
[2024-03-27T15:00:02.764+0000] {subprocess.py:93} INFO -   8850K .......... .......... .......... .......... .......... 1.03M
[2024-03-27T15:00:02.765+0000] {subprocess.py:93} INFO -   8900K .......... .......... .......... .......... .......... 36.1M
[2024-03-27T15:00:02.822+0000] {subprocess.py:93} INFO -   8950K .......... .......... .......... .......... ..........  871K
[2024-03-27T15:00:02.823+0000] {subprocess.py:93} INFO -   9000K .......... .......... .......... .......... ..........  276M
[2024-03-27T15:00:02.872+0000] {subprocess.py:93} INFO -   9050K .......... .......... .......... .......... .......... 1010K
[2024-03-27T15:00:02.884+0000] {subprocess.py:93} INFO -   9100K .......... .......... .......... .......... .......... 4.14M
[2024-03-27T15:00:02.884+0000] {subprocess.py:93} INFO -   9150K .......... .......... .......... .......... ..........  231M
[2024-03-27T15:00:02.919+0000] {subprocess.py:93} INFO -   9200K .......... .......... .......... .......... .......... 1.38M
[2024-03-27T15:00:02.920+0000] {subprocess.py:93} INFO -   9250K .......... .......... .......... .......... .......... 71.5M
[2024-03-27T15:00:02.961+0000] {subprocess.py:93} INFO -   9300K .......... .......... .......... .......... .......... 1.17M
[2024-03-27T15:00:02.963+0000] {subprocess.py:93} INFO -   9350K .......... .......... .......... .......... .......... 33.7M
[2024-03-27T15:00:03.017+0000] {subprocess.py:93} INFO -   9400K .......... .......... .......... .......... ..........  925K
[2024-03-27T15:00:03.018+0000] {subprocess.py:93} INFO -   9450K .......... .......... .......... .......... .......... 28.1M
[2024-03-27T15:00:03.059+0000] {subprocess.py:93} INFO -   9500K .......... .......... .......... .......... .......... 1.22M
[2024-03-27T15:00:03.059+0000] {subprocess.py:93} INFO -   9550K .......... .......... .......... .......... ..........  168M
