[2024-03-18T06:45:26.463+0000] {taskinstance.py:1979} INFO - Dependencies all met for dep_context=non-requeueable deps ti=<TaskInstance: two_separate_groups.download_dataset_1_task manual__2024-03-18T06:40:31.356042+00:00 [queued]>
[2024-03-18T06:45:26.500+0000] {taskinstance.py:1979} INFO - Dependencies all met for dep_context=requeueable deps ti=<TaskInstance: two_separate_groups.download_dataset_1_task manual__2024-03-18T06:40:31.356042+00:00 [queued]>
[2024-03-18T06:45:26.501+0000] {taskinstance.py:2193} INFO - Starting attempt 2 of 2
[2024-03-18T06:45:26.657+0000] {taskinstance.py:2214} INFO - Executing <Task(BashOperator): download_dataset_1_task> on 2024-03-18 06:40:31.356042+00:00
[2024-03-18T06:45:26.686+0000] {standard_task_runner.py:60} INFO - Started process 445 to run task
[2024-03-18T06:45:26.755+0000] {standard_task_runner.py:87} INFO - Running: ['***', 'tasks', 'run', 'two_separate_groups', 'download_dataset_1_task', 'manual__2024-03-18T06:40:31.356042+00:00', '--job-id', '239', '--raw', '--subdir', 'DAGS_FOLDER/ingest_data_to_gcs.py', '--cfg-path', '/tmp/tmpiv55ieo5']
[2024-03-18T06:45:26.783+0000] {standard_task_runner.py:88} INFO - Job 239: Subtask download_dataset_1_task
[2024-03-18T06:45:27.423+0000] {task_command.py:423} INFO - Running <TaskInstance: two_separate_groups.download_dataset_1_task manual__2024-03-18T06:40:31.356042+00:00 [running]> on host 9958f290dc4a
[2024-03-18T06:45:28.355+0000] {taskinstance.py:2510} INFO - Exporting env vars: AIRFLOW_CTX_DAG_OWNER='***' AIRFLOW_CTX_DAG_ID='two_separate_groups' AIRFLOW_CTX_TASK_ID='download_dataset_1_task' AIRFLOW_CTX_EXECUTION_DATE='2024-03-18T06:40:31.356042+00:00' AIRFLOW_CTX_TRY_NUMBER='2' AIRFLOW_CTX_DAG_RUN_ID='manual__2024-03-18T06:40:31.356042+00:00'
[2024-03-18T06:45:28.369+0000] {subprocess.py:63} INFO - Tmp dir root location: /tmp
[2024-03-18T06:45:28.405+0000] {subprocess.py:75} INFO - Running command: ['/usr/bin/bash', '-c', 'wget -O /opt/***/chicago_crime_data_1.csv https://data.cityofchicago.org/resource/d62x-nvdr.csv?\\$limit=300000']
[2024-03-18T06:45:28.563+0000] {subprocess.py:86} INFO - Output:
[2024-03-18T06:45:28.739+0000] {subprocess.py:93} INFO - --2024-03-18 06:45:28--  https://data.cityofchicago.org/resource/d62x-nvdr.csv?$limit=300000
[2024-03-18T06:45:28.878+0000] {subprocess.py:93} INFO - Resolving data.cityofchicago.org (data.cityofchicago.org)... 52.206.140.205, 52.206.140.199, 52.206.68.26, ...
[2024-03-18T06:45:30.204+0000] {subprocess.py:93} INFO -    950K .......... .......... .......... .......... .......... 12.9M
[2024-03-18T06:45:30.205+0000] {subprocess.py:93} INFO -   1000K .......... .......... .......... .......... .......... 62.3M
[2024-03-18T06:45:30.207+0000] {subprocess.py:93} INFO -   1050K .......... .......... .......... .......... .......... 55.1M
[2024-03-18T06:45:30.209+0000] {subprocess.py:93} INFO -   1100K .......... .......... .......... .......... .......... 89.2M
[2024-03-18T06:45:30.215+0000] {subprocess.py:93} INFO -   1150K .......... .......... .......... .......... .......... 57.9M
[2024-03-18T06:45:30.226+0000] {subprocess.py:93} INFO -   1200K .......... .......... .......... .......... .......... 5.30M
[2024-03-18T06:45:30.227+0000] {subprocess.py:93} INFO -   1250K .......... .......... .......... .......... ..........  329M
[2024-03-18T06:45:30.229+0000] {subprocess.py:93} INFO -   1300K .......... .......... .......... .......... ..........  326M
[2024-03-18T06:45:30.230+0000] {subprocess.py:93} INFO -   1350K .......... .......... .......... .......... ..........  195M
[2024-03-18T06:45:30.239+0000] {subprocess.py:93} INFO -   1400K .......... .......... .......... .......... .......... 8.59M
[2024-03-18T06:45:30.240+0000] {subprocess.py:93} INFO -   1450K .......... .......... .......... .......... .......... 20.9M
[2024-03-18T06:45:30.242+0000] {subprocess.py:93} INFO -   1500K .......... .......... .......... .......... ..........  350M
[2024-03-18T06:45:30.252+0000] {subprocess.py:93} INFO -   1550K .......... .......... .......... .......... ..........  304M
[2024-03-18T06:45:30.259+0000] {subprocess.py:93} INFO -   1600K .......... .......... .......... .......... ..........  372M
[2024-03-18T06:45:30.308+0000] {subprocess.py:93} INFO -   1650K .......... .......... .......... .......... ..........  596K
[2024-03-18T06:45:30.319+0000] {subprocess.py:93} INFO -   1700K .......... .......... .......... .......... .......... 44.5M
[2024-03-18T06:45:30.322+0000] {subprocess.py:93} INFO -   1750K .......... .......... .......... .......... .......... 18.6M
[2024-03-18T06:45:30.323+0000] {subprocess.py:93} INFO -   1800K .......... .......... .......... .......... .......... 9.51M
[2024-03-18T06:45:30.326+0000] {subprocess.py:93} INFO -   1850K .......... .......... .......... .......... .......... 11.0M
[2024-03-18T06:45:30.327+0000] {subprocess.py:93} INFO -   1900K .......... .......... .......... .......... ..........  443M
[2024-03-18T06:45:30.329+0000] {subprocess.py:93} INFO -   1950K .......... .......... .......... .......... .......... 50.3M
[2024-03-18T06:45:30.329+0000] {subprocess.py:93} INFO -   2000K .......... .......... .......... .......... .......... 42.4M
[2024-03-18T06:45:30.333+0000] {subprocess.py:93} INFO -   2050K .......... .......... .......... .......... .......... 89.2M
[2024-03-18T06:45:30.334+0000] {subprocess.py:93} INFO -   2100K .......... .......... .......... .......... .......... 47.1M
[2024-03-18T06:45:30.335+0000] {subprocess.py:93} INFO -   2150K .......... .......... .......... .......... .......... 78.5M
[2024-03-18T06:45:30.337+0000] {subprocess.py:93} INFO -   2200K .......... .......... .......... .......... ..........  102M
[2024-03-18T06:45:30.338+0000] {subprocess.py:93} INFO -   2250K .......... .......... .......... .......... ..........  243M
[2024-03-18T06:45:30.341+0000] {subprocess.py:93} INFO -   2300K .......... .......... .......... .......... ..........  317M
[2024-03-18T06:45:30.345+0000] {subprocess.py:93} INFO -   2350K .......... .......... .......... .......... .......... 57.9M
[2024-03-18T06:45:30.352+0000] {subprocess.py:93} INFO -   2400K .......... .......... .......... .......... .......... 28.5M
[2024-03-18T06:45:30.353+0000] {subprocess.py:93} INFO -   2450K .......... .......... .......... .......... .......... 43.0M
[2024-03-18T06:45:30.356+0000] {subprocess.py:93} INFO -   2500K .......... .......... .......... .......... .......... 11.9M
[2024-03-18T06:45:30.359+0000] {subprocess.py:93} INFO -   2550K .......... .......... .......... .......... ..........  341M
[2024-03-18T06:45:30.433+0000] {subprocess.py:93} INFO -   2600K .......... .......... .......... .......... ..........  506K
[2024-03-18T06:45:30.439+0000] {subprocess.py:93} INFO -   2650K .......... .......... .......... .......... .......... 18.9M
[2024-03-18T06:45:30.443+0000] {subprocess.py:93} INFO -   2700K .......... .......... .......... .......... .......... 37.3M
[2024-03-18T06:45:30.443+0000] {subprocess.py:93} INFO -   2750K .......... .......... .......... .......... .......... 39.3M
[2024-03-18T06:45:30.443+0000] {subprocess.py:93} INFO -   2800K .......... .......... .......... .......... .......... 86.3M
[2024-03-18T06:45:30.532+0000] {subprocess.py:93} INFO -   2850K .......... .......... .......... .......... ..........  537K
[2024-03-18T06:45:30.538+0000] {subprocess.py:93} INFO -   2900K .......... .......... .......... .......... .......... 40.6M
[2024-03-18T06:45:30.559+0000] {subprocess.py:93} INFO -   2950K .......... .......... .......... .......... .......... 7.52M
[2024-03-18T06:45:30.600+0000] {subprocess.py:93} INFO -   3000K .......... .......... .......... .......... ..........  830K
[2024-03-18T06:45:30.602+0000] {subprocess.py:93} INFO -   3050K .......... .......... .......... .......... ..........  299M
[2024-03-18T06:45:30.603+0000] {subprocess.py:93} INFO -   3100K .......... .......... .......... .......... .......... 28.6M
[2024-03-18T06:45:30.608+0000] {subprocess.py:93} INFO -   3150K .......... .......... .......... .......... ..........  338M
[2024-03-18T06:45:30.609+0000] {subprocess.py:93} INFO -   3200K .......... .......... .......... .......... ..........  198M
[2024-03-18T06:45:30.610+0000] {subprocess.py:93} INFO -   3250K .......... .......... .......... .......... ..........  273M
[2024-03-18T06:45:30.610+0000] {subprocess.py:93} INFO -   3300K .......... .......... .......... .......... ..........  204M
[2024-03-18T06:45:30.620+0000] {subprocess.py:93} INFO -   3350K .......... .......... .......... .......... .......... 62.7M
[2024-03-18T06:45:30.623+0000] {subprocess.py:93} INFO -   3400K .......... .......... .......... .......... .......... 99.8M
[2024-03-18T06:45:30.624+0000] {subprocess.py:93} INFO -   3450K .......... .......... .......... .......... ..........  366M
[2024-03-18T06:45:30.624+0000] {subprocess.py:93} INFO -   3500K .......... .......... .......... .......... ..........  203M
[2024-03-18T06:45:30.625+0000] {subprocess.py:93} INFO -   3550K .......... .......... .......... .......... ..........  234M
[2024-03-18T06:45:30.625+0000] {subprocess.py:93} INFO -   3600K .......... .......... .......... .......... ..........  494M
[2024-03-18T06:45:30.626+0000] {subprocess.py:93} INFO -   3650K .......... .......... .......... .......... ..........  353M
[2024-03-18T06:45:30.626+0000] {subprocess.py:93} INFO -   3700K .......... .......... .......... .......... ..........  206M
[2024-03-18T06:45:30.626+0000] {subprocess.py:93} INFO -   3750K .......... .......... .......... .......... ..........  366M
[2024-03-18T06:45:30.627+0000] {subprocess.py:93} INFO -   3800K .......... .......... .......... .......... ..........  138M
[2024-03-18T06:45:30.627+0000] {subprocess.py:93} INFO -   3850K .......... .......... .......... .......... ..........  343M
[2024-03-18T06:45:30.628+0000] {subprocess.py:93} INFO -   3900K .......... .......... .......... .......... ..........  287M
[2024-03-18T06:45:30.629+0000] {subprocess.py:93} INFO -   3950K .......... .......... .......... .......... ..........  203M
[2024-03-18T06:45:30.629+0000] {subprocess.py:93} INFO -   4000K .......... .......... .......... .......... ..........  323M
[2024-03-18T06:45:30.629+0000] {subprocess.py:93} INFO -   4050K .......... .......... .......... .......... ..........  263M
[2024-03-18T06:45:30.630+0000] {subprocess.py:93} INFO -   4100K .......... .......... .......... .......... ..........  212M
[2024-03-18T06:45:30.631+0000] {subprocess.py:93} INFO -   4150K .......... .......... .......... .......... ..........  341M
[2024-03-18T06:45:30.631+0000] {subprocess.py:93} INFO -   4200K .......... .......... .......... .......... ..........  279M
[2024-03-18T06:45:30.637+0000] {subprocess.py:93} INFO -   4250K .......... .......... .......... .......... ..........  223M
[2024-03-18T06:45:30.642+0000] {subprocess.py:93} INFO -   4300K .......... .......... .......... .......... ..........  190M
[2024-03-18T06:45:30.670+0000] {subprocess.py:93} INFO -   4350K .......... .......... .......... .......... ..........  370M
[2024-03-18T06:45:30.682+0000] {subprocess.py:93} INFO -   4400K .......... .......... .......... .......... ..........  232M
[2024-03-18T06:45:30.701+0000] {subprocess.py:93} INFO -   4450K .......... .......... .......... .......... ..........  306M
[2024-03-18T06:45:30.709+0000] {subprocess.py:93} INFO -   4500K .......... .......... .......... .......... ..........  283M
[2024-03-18T06:45:30.714+0000] {subprocess.py:93} INFO -   4550K .......... .......... .......... .......... ..........  226M
[2024-03-18T06:45:30.715+0000] {subprocess.py:93} INFO -   4600K .......... .......... .......... .......... ..........  262M
[2024-03-18T06:45:30.734+0000] {subprocess.py:93} INFO -   4650K .......... .......... .......... .......... ..........  377M
[2024-03-18T06:45:30.745+0000] {subprocess.py:93} INFO -   4700K .......... .......... .......... .......... ..........  381K
[2024-03-18T06:45:30.751+0000] {subprocess.py:93} INFO -   4750K .......... .......... .......... .......... ..........  259M
[2024-03-18T06:45:30.822+0000] {subprocess.py:93} INFO -   4800K .......... .......... .......... .......... ..........  390M
[2024-03-18T06:45:30.833+0000] {subprocess.py:93} INFO -   4850K .......... .......... .......... .......... .......... 24.1M
[2024-03-18T06:45:30.837+0000] {subprocess.py:93} INFO -   4900K .......... .......... .......... .......... ..........  212M
[2024-03-18T06:45:30.844+0000] {subprocess.py:93} INFO -   4950K .......... .......... .......... .......... ..........  299M
[2024-03-18T06:45:30.846+0000] {subprocess.py:93} INFO -   5000K .......... .......... .......... .......... ..........  386M
[2024-03-18T06:45:30.847+0000] {subprocess.py:93} INFO -   5050K .......... .......... .......... .......... ..........  373M
[2024-03-18T06:45:30.852+0000] {subprocess.py:93} INFO -   5100K .......... .......... .......... .......... ..........  306M
[2024-03-18T06:45:30.863+0000] {subprocess.py:93} INFO -   5150K .......... .......... .......... .......... ..........  360M
[2024-03-18T06:45:30.870+0000] {subprocess.py:93} INFO -   5200K .......... .......... .......... .......... ..........  709K
[2024-03-18T06:45:30.883+0000] {subprocess.py:93} INFO -   5250K .......... .......... .......... .......... ..........  478M
[2024-03-18T06:45:30.911+0000] {subprocess.py:93} INFO -   5300K .......... .......... .......... .......... ..........  463M
[2024-03-18T06:45:30.923+0000] {subprocess.py:93} INFO -   5350K .......... .......... .......... .......... ..........  539M
[2024-03-18T06:45:30.960+0000] {subprocess.py:93} INFO -   5400K .......... .......... .......... .......... ..........  497M
[2024-03-18T06:45:30.967+0000] {subprocess.py:93} INFO -   5450K .......... .......... .......... .......... ..........  286M
[2024-03-18T06:45:30.985+0000] {subprocess.py:93} INFO -   5500K .......... .......... .......... .......... ..........  421M
[2024-03-18T06:45:31.003+0000] {subprocess.py:93} INFO -   5550K .......... .......... .......... .......... ..........  513M
[2024-03-18T06:45:31.021+0000] {subprocess.py:93} INFO -   5600K .......... .......... .......... .......... ..........  527M
[2024-03-18T06:45:31.027+0000] {subprocess.py:93} INFO -   5650K .......... .......... .......... .......... ..........  524M
[2024-03-18T06:45:31.040+0000] {subprocess.py:93} INFO -   5700K .......... .......... .......... .......... ..........  274M
[2024-03-18T06:45:31.059+0000] {subprocess.py:93} INFO -   5750K .......... .......... .......... .......... ..........  581K
[2024-03-18T06:45:31.062+0000] {subprocess.py:93} INFO -   5800K .......... .......... .......... .......... .......... 3.81M
[2024-03-18T06:45:31.072+0000] {subprocess.py:93} INFO -   5850K .......... .......... .......... .......... ..........  151M
[2024-03-18T06:45:31.098+0000] {subprocess.py:93} INFO -   5900K .......... .......... .......... .......... .......... 1.17M
[2024-03-18T06:45:31.126+0000] {subprocess.py:93} INFO -   5950K .......... .......... .......... .......... .......... 3.25M
[2024-03-18T06:45:31.150+0000] {subprocess.py:93} INFO -   6000K .......... .......... .......... .......... .......... 1.85M
[2024-03-18T06:45:31.151+0000] {subprocess.py:93} INFO -   6050K .......... .......... .......... .......... ..........  284M
[2024-03-18T06:45:31.158+0000] {subprocess.py:93} INFO -   6100K .......... .......... .......... .......... .......... 2.53M
[2024-03-18T06:45:31.161+0000] {subprocess.py:93} INFO -   6150K .......... .......... .......... .......... .......... 4.58M
[2024-03-18T06:45:31.169+0000] {subprocess.py:93} INFO -   6200K .......... .......... .......... .......... ..........  382M
[2024-03-18T06:45:31.178+0000] {subprocess.py:93} INFO -   6250K .......... .......... .......... .......... .......... 3.03M
[2024-03-18T06:45:31.182+0000] {subprocess.py:93} INFO -   6300K .......... .......... .......... .......... ..........  254M
[2024-03-18T06:45:31.192+0000] {subprocess.py:93} INFO -   6350K .......... .......... .......... .......... ..........  308M
[2024-03-18T06:45:31.202+0000] {subprocess.py:93} INFO -   6400K .......... .......... .......... .......... .......... 2.10M
[2024-03-18T06:45:31.213+0000] {subprocess.py:93} INFO -   6450K .......... .......... .......... .......... ..........  420M
[2024-03-18T06:45:31.219+0000] {subprocess.py:93} INFO -   6500K .......... .......... .......... .......... .......... 9.02M
[2024-03-18T06:45:31.230+0000] {subprocess.py:93} INFO -   6550K .......... .......... .......... .......... .......... 3.62M
[2024-03-18T06:45:31.243+0000] {subprocess.py:93} INFO -   6600K .......... .......... .......... .......... .......... 2.82M
[2024-03-18T06:45:31.251+0000] {subprocess.py:93} INFO -   6650K .......... .......... .......... .......... .......... 3.22M
[2024-03-18T06:45:31.263+0000] {subprocess.py:93} INFO -   6700K .......... .......... .......... .......... ..........  353M
[2024-03-18T06:45:31.280+0000] {subprocess.py:93} INFO -   6750K .......... .......... .......... .......... ..........  519M
[2024-03-18T06:45:31.349+0000] {subprocess.py:93} INFO -   6800K .......... .......... .......... .......... ..........  177M
[2024-03-18T06:45:31.370+0000] {subprocess.py:93} INFO -   6850K .......... .......... .......... .......... ..........  481M
[2024-03-18T06:45:31.407+0000] {subprocess.py:93} INFO -   6900K .......... .......... .......... .......... ..........  482M
[2024-03-18T06:45:31.463+0000] {subprocess.py:93} INFO -   6950K .......... .......... .......... .......... ..........  294M
[2024-03-18T06:45:31.470+0000] {subprocess.py:93} INFO -   7000K .......... .......... .......... .......... ..........  507M
[2024-03-18T06:45:31.491+0000] {subprocess.py:93} INFO -   7050K .......... .......... .......... .......... ..........  341M
[2024-03-18T06:45:31.529+0000] {subprocess.py:93} INFO -   7100K .......... .......... .......... .......... ..........  387M
[2024-03-18T06:45:31.578+0000] {subprocess.py:93} INFO -   7150K .......... .......... .......... .......... ..........  302M
[2024-03-18T06:45:31.639+0000] {subprocess.py:93} INFO -   7200K .......... .......... .......... .......... .......... 1.50M
[2024-03-18T06:45:31.655+0000] {subprocess.py:93} INFO -   7250K .......... .......... .......... .......... .......... 10.7M
[2024-03-18T06:45:31.674+0000] {subprocess.py:93} INFO -   7300K .......... .......... .......... .......... .......... 21.5M
[2024-03-18T06:45:31.679+0000] {subprocess.py:93} INFO -   7350K .......... .......... .......... .......... .......... 45.2M
[2024-03-18T06:45:31.691+0000] {subprocess.py:93} INFO -   7400K .......... .......... .......... .......... .......... 53.8M
[2024-03-18T06:45:31.743+0000] {subprocess.py:93} INFO -   7450K .......... .......... .......... .......... .......... 8.63M
[2024-03-18T06:45:31.778+0000] {subprocess.py:93} INFO -   7500K .......... .......... .......... .......... .......... 27.8M
[2024-03-18T06:45:31.805+0000] {subprocess.py:93} INFO -   7550K .......... .......... .......... .......... .......... 46.2M
[2024-03-18T06:45:31.825+0000] {subprocess.py:93} INFO -   7600K .......... .......... .......... .......... .......... 15.8M
[2024-03-18T06:45:31.826+0000] {subprocess.py:93} INFO -   7650K .......... .......... .......... .......... ..........  180M
[2024-03-18T06:45:31.835+0000] {subprocess.py:93} INFO -   7700K .......... .......... .......... .......... .......... 7.48M
[2024-03-18T06:45:31.900+0000] {subprocess.py:93} INFO -   7750K .......... .......... .......... .......... ..........  466M
[2024-03-18T06:45:31.907+0000] {subprocess.py:93} INFO -   7800K .......... .......... .......... .......... ..........  516M
[2024-03-18T06:45:31.922+0000] {subprocess.py:93} INFO -   7850K .......... .......... .......... .......... ..........  536M
[2024-03-18T06:45:31.947+0000] {subprocess.py:93} INFO -   7900K .......... .......... .......... .......... .......... 4.44M
[2024-03-18T06:45:31.973+0000] {subprocess.py:93} INFO -   7950K .......... .......... .......... .......... .......... 52.1M
[2024-03-18T06:45:31.990+0000] {subprocess.py:93} INFO -   8000K .......... .......... .......... .......... .......... 54.0M
[2024-03-18T06:45:32.025+0000] {subprocess.py:93} INFO -   8050K .......... .......... .......... .......... .......... 75.5M
[2024-03-18T06:45:32.038+0000] {subprocess.py:93} INFO -   8100K .......... .......... .......... .......... .......... 6.53M
[2024-03-18T06:45:32.040+0000] {subprocess.py:93} INFO -   8150K .......... .......... .......... .......... .......... 51.8M
[2024-03-18T06:45:32.116+0000] {subprocess.py:93} INFO -   8200K .......... .......... .......... .......... ..........  246M
[2024-03-18T06:45:32.138+0000] {subprocess.py:93} INFO -   8250K .......... .......... .......... .......... ..........  320M
[2024-03-18T06:45:32.139+0000] {subprocess.py:93} INFO -   8300K .......... .......... .......... .......... .......... 4.60M
[2024-03-18T06:45:32.139+0000] {subprocess.py:93} INFO -   8350K .......... .......... .......... .......... .......... 17.4M
[2024-03-18T06:45:32.140+0000] {subprocess.py:93} INFO -   8400K .......... .......... .......... .......... .......... 28.4M
[2024-03-18T06:45:32.140+0000] {subprocess.py:93} INFO -   8450K .......... .......... .......... .......... .......... 43.0M
[2024-03-18T06:45:32.141+0000] {subprocess.py:93} INFO -   8500K .......... .......... .......... .......... .......... 10.8M
[2024-03-18T06:45:32.142+0000] {subprocess.py:93} INFO -   8550K .......... .......... .......... .......... .......... 15.5M
[2024-03-18T06:45:32.143+0000] {subprocess.py:93} INFO -   8600K .......... .......... .......... .......... ..........  508M
[2024-03-18T06:45:32.145+0000] {subprocess.py:93} INFO -   8650K .......... .......... .......... .......... ..........  318M
[2024-03-18T06:45:32.146+0000] {subprocess.py:93} INFO -   8700K .......... .......... .......... .......... .......... 8.63M
[2024-03-18T06:45:32.164+0000] {subprocess.py:93} INFO -   8750K .......... .......... .......... .......... .......... 5.91M
[2024-03-18T06:45:32.184+0000] {subprocess.py:93} INFO -   8800K .......... .......... .......... .......... ..........  508M
[2024-03-18T06:45:32.193+0000] {subprocess.py:93} INFO -   8850K .......... .......... .......... .......... ..........  469M
[2024-03-18T06:45:32.213+0000] {subprocess.py:93} INFO -   8900K .......... .......... .......... .......... .......... 5.64M
[2024-03-18T06:45:32.215+0000] {subprocess.py:93} INFO -   8950K .......... .......... .......... .......... ..........  289M
[2024-03-18T06:45:32.217+0000] {subprocess.py:93} INFO -   9000K .......... .......... .......... .......... ..........  498M
[2024-03-18T06:45:32.246+0000] {subprocess.py:93} INFO -   9050K .......... .......... .......... .......... .......... 17.0M
[2024-03-18T06:45:32.274+0000] {subprocess.py:93} INFO -   9100K .......... .......... .......... .......... .......... 4.48M
[2024-03-18T06:45:32.329+0000] {subprocess.py:93} INFO -   9150K .......... .......... .......... .......... .......... 6.79M
[2024-03-18T06:45:32.340+0000] {subprocess.py:93} INFO -   9200K .......... .......... .......... .......... ..........  244M
[2024-03-18T06:45:32.357+0000] {subprocess.py:93} INFO -   9250K .......... .......... .......... .......... ..........  352M
[2024-03-18T06:45:32.369+0000] {subprocess.py:93} INFO -   9300K .......... .......... .......... .......... ..........  318M
[2024-03-18T06:45:32.403+0000] {subprocess.py:93} INFO -   9350K .......... .......... .......... .......... .......... 4.43M
[2024-03-18T06:45:32.415+0000] {subprocess.py:93} INFO -   9400K .......... .......... .......... .......... .......... 62.8M
[2024-03-18T06:45:32.433+0000] {subprocess.py:93} INFO -   9450K .......... .......... .......... .......... .......... 86.2M
[2024-03-18T06:45:32.450+0000] {subprocess.py:93} INFO -   9500K .......... .......... .......... .......... .......... 7.08M
[2024-03-18T06:45:32.481+0000] {subprocess.py:93} INFO -   9550K .......... .......... .......... .......... .......... 14.4M
[2024-03-18T06:45:32.499+0000] {subprocess.py:93} INFO -   9600K .......... .......... .......... .......... ..........  224M
[2024-03-18T06:45:32.525+0000] {subprocess.py:93} INFO -   9650K .......... .......... .......... .......... ..........  320M
