[2024-03-14T11:16:10.026+0000] {taskinstance.py:1979} INFO - Dependencies all met for dep_context=non-requeueable deps ti=<TaskInstance: two_separate_groups.download_dataset_1_task manual__2024-03-14T11:11:16.722311+00:00 [queued]>
[2024-03-14T11:16:10.068+0000] {taskinstance.py:1979} INFO - Dependencies all met for dep_context=requeueable deps ti=<TaskInstance: two_separate_groups.download_dataset_1_task manual__2024-03-14T11:11:16.722311+00:00 [queued]>
[2024-03-14T11:16:10.076+0000] {taskinstance.py:2193} INFO - Starting attempt 2 of 2
[2024-03-14T11:16:10.173+0000] {taskinstance.py:2214} INFO - Executing <Task(BashOperator): download_dataset_1_task> on 2024-03-14 11:11:16.722311+00:00
[2024-03-14T11:16:10.198+0000] {standard_task_runner.py:60} INFO - Started process 848 to run task
[2024-03-14T11:16:10.241+0000] {standard_task_runner.py:87} INFO - Running: ['***', 'tasks', 'run', 'two_separate_groups', 'download_dataset_1_task', 'manual__2024-03-14T11:11:16.722311+00:00', '--job-id', '168', '--raw', '--subdir', 'DAGS_FOLDER/create_dag.py', '--cfg-path', '/tmp/tmp4p9a2huw']
[2024-03-14T11:16:10.253+0000] {standard_task_runner.py:88} INFO - Job 168: Subtask download_dataset_1_task
[2024-03-14T11:16:10.406+0000] {task_command.py:423} INFO - Running <TaskInstance: two_separate_groups.download_dataset_1_task manual__2024-03-14T11:11:16.722311+00:00 [running]> on host 9958f290dc4a
[2024-03-14T11:16:10.562+0000] {taskinstance.py:2510} INFO - Exporting env vars: AIRFLOW_CTX_DAG_OWNER='***' AIRFLOW_CTX_DAG_ID='two_separate_groups' AIRFLOW_CTX_TASK_ID='download_dataset_1_task' AIRFLOW_CTX_EXECUTION_DATE='2024-03-14T11:11:16.722311+00:00' AIRFLOW_CTX_TRY_NUMBER='2' AIRFLOW_CTX_DAG_RUN_ID='manual__2024-03-14T11:11:16.722311+00:00'
[2024-03-14T11:16:10.565+0000] {subprocess.py:63} INFO - Tmp dir root location: /tmp
[2024-03-14T11:16:10.567+0000] {subprocess.py:75} INFO - Running command: ['/usr/bin/bash', '-c', 'wget -O /opt/***/chicago_crime_data_1.csv https://data.cityofchicago.org/resource/d62x-nvdr.csv?\\$limit=300000']
[2024-03-14T11:16:10.594+0000] {subprocess.py:86} INFO - Output:
[2024-03-14T11:16:10.602+0000] {subprocess.py:93} INFO - --2024-03-14 11:16:10--  https://data.cityofchicago.org/resource/d62x-nvdr.csv?$limit=300000
[2024-03-14T11:16:10.620+0000] {subprocess.py:93} INFO - Resolving data.cityofchicago.org (data.cityofchicago.org)... 52.206.140.199, 52.206.140.205, 52.206.68.26, ...
[2024-03-14T11:16:12.350+0000] {subprocess.py:93} INFO -    900K .......... .......... .......... .......... ..........  106M
[2024-03-14T11:16:12.358+0000] {subprocess.py:93} INFO -    950K .......... .......... .......... .......... .......... 5.22M
[2024-03-14T11:16:12.362+0000] {subprocess.py:93} INFO -   1000K .......... .......... .......... .......... .......... 8.80M
[2024-03-14T11:16:12.367+0000] {subprocess.py:93} INFO -   1050K .......... .......... .......... .......... ..........  330M
[2024-03-14T11:16:12.368+0000] {subprocess.py:93} INFO -   1100K .......... .......... .......... .......... ..........  339M
[2024-03-14T11:16:12.369+0000] {subprocess.py:93} INFO -   1150K .......... .......... .......... .......... .......... 11.3M
[2024-03-14T11:16:12.402+0000] {subprocess.py:93} INFO -   1200K .......... .......... .......... .......... .......... 1.16M
[2024-03-14T11:16:12.423+0000] {subprocess.py:93} INFO -   1250K .......... .......... .......... .......... .......... 3.56M
[2024-03-14T11:16:12.430+0000] {subprocess.py:93} INFO -   1300K .......... .......... .......... .......... .......... 8.03M
[2024-03-14T11:16:12.440+0000] {subprocess.py:93} INFO -   1350K .......... .......... .......... .......... .......... 11.7M
[2024-03-14T11:16:12.448+0000] {subprocess.py:93} INFO -   1400K .......... .......... .......... .......... ..........  181M
[2024-03-14T11:16:12.450+0000] {subprocess.py:93} INFO -   1450K .......... .......... .......... .......... .......... 4.65M
[2024-03-14T11:16:12.455+0000] {subprocess.py:93} INFO -   1500K .......... .......... .......... .......... .......... 49.9M
[2024-03-14T11:16:12.467+0000] {subprocess.py:93} INFO -   1550K .......... .......... .......... .......... .......... 2.77M
[2024-03-14T11:16:12.474+0000] {subprocess.py:93} INFO -   1600K .......... .......... .......... .......... .......... 3.49M
[2024-03-14T11:16:12.483+0000] {subprocess.py:93} INFO -   1650K .......... .......... .......... .......... .......... 3.66M
[2024-03-14T11:16:12.503+0000] {subprocess.py:93} INFO -   1700K .......... .......... .......... .......... .......... 8.44M
[2024-03-14T11:16:12.512+0000] {subprocess.py:93} INFO -   1750K .......... .......... .......... .......... .......... 66.4M
[2024-03-14T11:16:12.524+0000] {subprocess.py:93} INFO -   1800K .......... .......... .......... .......... .......... 22.4M
[2024-03-14T11:16:12.529+0000] {subprocess.py:93} INFO -   1850K .......... .......... .......... .......... .......... 2.35M
[2024-03-14T11:16:12.535+0000] {subprocess.py:93} INFO -   1900K .......... .......... .......... .......... ..........  381M
[2024-03-14T11:16:12.549+0000] {subprocess.py:93} INFO -   1950K .......... .......... .......... .......... .......... 1.32M
[2024-03-14T11:16:12.582+0000] {subprocess.py:93} INFO -   2000K .......... .......... .......... .......... .......... 1.91M
[2024-03-14T11:16:12.592+0000] {subprocess.py:93} INFO -   2050K .......... .......... .......... .......... .......... 10.3M
[2024-03-14T11:16:12.602+0000] {subprocess.py:93} INFO -   2100K .......... .......... .......... .......... .......... 41.8M
[2024-03-14T11:16:12.607+0000] {subprocess.py:93} INFO -   2150K .......... .......... .......... .......... .......... 37.7M
[2024-03-14T11:16:12.619+0000] {subprocess.py:93} INFO -   2200K .......... .......... .......... .......... .......... 8.33M
[2024-03-14T11:16:12.634+0000] {subprocess.py:93} INFO -   2250K .......... .......... .......... .......... .......... 37.7M
[2024-03-14T11:16:12.638+0000] {subprocess.py:93} INFO -   2300K .......... .......... .......... .......... .......... 1.66M
[2024-03-14T11:16:12.651+0000] {subprocess.py:93} INFO -   2350K .......... .......... .......... .......... .......... 17.5M
[2024-03-14T11:16:12.663+0000] {subprocess.py:93} INFO -   2400K .......... .......... .......... .......... .......... 11.8M
[2024-03-14T11:16:12.669+0000] {subprocess.py:93} INFO -   2450K .......... .......... .......... .......... .......... 17.9M
[2024-03-14T11:16:12.675+0000] {subprocess.py:93} INFO -   2500K .......... .......... .......... .......... .......... 9.45M
[2024-03-14T11:16:12.678+0000] {subprocess.py:93} INFO -   2550K .......... .......... .......... .......... .......... 16.3M
[2024-03-14T11:16:12.680+0000] {subprocess.py:93} INFO -   2600K .......... .......... .......... .......... .......... 28.2M
[2024-03-14T11:16:12.683+0000] {subprocess.py:93} INFO -   2650K .......... .......... .......... .......... .......... 18.2M
[2024-03-14T11:16:12.689+0000] {subprocess.py:93} INFO -   2700K .......... .......... .......... .......... .......... 3.15M
[2024-03-14T11:16:12.691+0000] {subprocess.py:93} INFO -   2750K .......... .......... .......... .......... .......... 18.8M
[2024-03-14T11:16:12.702+0000] {subprocess.py:93} INFO -   2800K .......... .......... .......... .......... .......... 7.38M
[2024-03-14T11:16:12.717+0000] {subprocess.py:93} INFO -   2850K .......... .......... .......... .......... ..........  341M
[2024-03-14T11:16:12.718+0000] {subprocess.py:93} INFO -   2900K .......... .......... .......... .......... .......... 19.2M
[2024-03-14T11:16:12.718+0000] {subprocess.py:93} INFO -   2950K .......... .......... .......... .......... ..........  118M
[2024-03-14T11:16:12.719+0000] {subprocess.py:93} INFO -   3000K .......... .......... .......... .......... .......... 3.71M
[2024-03-14T11:16:12.720+0000] {subprocess.py:93} INFO -   3050K .......... .......... .......... .......... .......... 48.5M
[2024-03-14T11:16:12.721+0000] {subprocess.py:93} INFO -   3100K .......... .......... .......... .......... .......... 2.76M
[2024-03-14T11:16:12.725+0000] {subprocess.py:93} INFO -   3150K .......... .......... .......... .......... .......... 51.9M
[2024-03-14T11:16:12.725+0000] {subprocess.py:93} INFO -   3200K .......... .......... .......... .......... ..........  252M
[2024-03-14T11:16:12.726+0000] {subprocess.py:93} INFO -   3250K .......... .......... .......... .......... .......... 81.7M
[2024-03-14T11:16:12.726+0000] {subprocess.py:93} INFO -   3300K .......... .......... .......... .......... .......... 10.6M
[2024-03-14T11:16:12.727+0000] {subprocess.py:93} INFO -   3350K .......... .......... .......... .......... .......... 3.11M
[2024-03-14T11:16:12.728+0000] {subprocess.py:93} INFO -   3400K .......... .......... .......... .......... .......... 24.6M
[2024-03-14T11:16:12.735+0000] {subprocess.py:93} INFO -   3450K .......... .......... .......... .......... .......... 5.39M
[2024-03-14T11:16:12.738+0000] {subprocess.py:93} INFO -   3500K .......... .......... .......... .......... .......... 30.5M
[2024-03-14T11:16:12.743+0000] {subprocess.py:93} INFO -   3550K .......... .......... .......... .......... .......... 11.8M
[2024-03-14T11:16:12.776+0000] {subprocess.py:93} INFO -   3600K .......... .......... .......... .......... .......... 2.08M
[2024-03-14T11:16:12.776+0000] {subprocess.py:93} INFO -   3650K .......... .......... .......... .......... .......... 6.90M
[2024-03-14T11:16:12.810+0000] {subprocess.py:93} INFO -   3700K .......... .......... .......... .......... .......... 1.35M
[2024-03-14T11:16:12.812+0000] {subprocess.py:93} INFO -   3750K .......... .......... .......... .......... .......... 14.4M
[2024-03-14T11:16:12.846+0000] {subprocess.py:93} INFO -   3800K .......... .......... .......... .......... .......... 1.64M
[2024-03-14T11:16:12.847+0000] {subprocess.py:93} INFO -   3850K .......... .......... .......... .......... .......... 8.25M
[2024-03-14T11:16:12.902+0000] {subprocess.py:93} INFO -   3900K .......... .......... .......... .......... ..........  874K
[2024-03-14T11:16:12.913+0000] {subprocess.py:93} INFO -   3950K .......... .......... .......... .......... .......... 4.30M
[2024-03-14T11:16:12.931+0000] {subprocess.py:93} INFO -   4000K .......... .......... .......... .......... .......... 2.85M
[2024-03-14T11:16:12.943+0000] {subprocess.py:93} INFO -   4050K .......... .......... .......... .......... .......... 3.93M
[2024-03-14T11:16:12.949+0000] {subprocess.py:93} INFO -   4100K .......... .......... .......... .......... .......... 8.22M
[2024-03-14T11:16:12.963+0000] {subprocess.py:93} INFO -   4150K .......... .......... .......... .......... .......... 3.60M
[2024-03-14T11:16:12.967+0000] {subprocess.py:93} INFO -   4200K .......... .......... .......... .......... .......... 20.0M
[2024-03-14T11:16:13.027+0000] {subprocess.py:93} INFO -   4250K .......... .......... .......... .......... ..........  814K
[2024-03-14T11:16:13.040+0000] {subprocess.py:93} INFO -   4300K .......... .......... .......... .......... ..........  354M
[2024-03-14T11:16:13.056+0000] {subprocess.py:93} INFO -   4350K .......... .......... .......... .......... ..........  429M
[2024-03-14T11:16:13.068+0000] {subprocess.py:93} INFO -   4400K .......... .......... .......... .......... ..........  318M
[2024-03-14T11:16:13.070+0000] {subprocess.py:93} INFO -   4450K .......... .......... .......... .......... .......... 1.61M
[2024-03-14T11:16:13.071+0000] {subprocess.py:93} INFO -   4500K .......... .......... .......... .......... .......... 11.1M
[2024-03-14T11:16:13.072+0000] {subprocess.py:93} INFO -   4550K .......... .......... .......... .......... .......... 7.59M
[2024-03-14T11:16:13.091+0000] {subprocess.py:93} INFO -   4600K .......... .......... .......... .......... .......... 2.33M
[2024-03-14T11:16:13.093+0000] {subprocess.py:93} INFO -   4650K .......... .......... .......... .......... .......... 35.2M
[2024-03-14T11:16:13.125+0000] {subprocess.py:93} INFO -   4700K .......... .......... .......... .......... .......... 1.40M
[2024-03-14T11:16:13.127+0000] {subprocess.py:93} INFO -   4750K .......... .......... .......... .......... .......... 27.4M
[2024-03-14T11:16:13.155+0000] {subprocess.py:93} INFO -   4800K .......... .......... .......... .......... .......... 1.78M
[2024-03-14T11:16:13.157+0000] {subprocess.py:93} INFO -   4850K .......... .......... .......... .......... .......... 21.3M
[2024-03-14T11:16:13.187+0000] {subprocess.py:93} INFO -   4900K .......... .......... .......... .......... .......... 1.60M
[2024-03-14T11:16:13.191+0000] {subprocess.py:93} INFO -   4950K .......... .......... .......... .......... .......... 26.0M
[2024-03-14T11:16:13.193+0000] {subprocess.py:93} INFO -   5000K .......... .......... .......... .......... .......... 17.6M
[2024-03-14T11:16:13.228+0000] {subprocess.py:93} INFO -   5050K .......... .......... .......... .......... .......... 1.71M
[2024-03-14T11:16:13.259+0000] {subprocess.py:93} INFO -   5100K .......... .......... .......... .......... .......... 1.28M
[2024-03-14T11:16:13.261+0000] {subprocess.py:93} INFO -   5150K .......... .......... .......... .......... .......... 24.1M
[2024-03-14T11:16:13.282+0000] {subprocess.py:93} INFO -   5200K .......... .......... .......... .......... .......... 2.27M
[2024-03-14T11:16:13.286+0000] {subprocess.py:93} INFO -   5250K .......... .......... .......... .......... .......... 14.8M
[2024-03-14T11:16:13.290+0000] {subprocess.py:93} INFO -   5300K .......... .......... .......... .......... .......... 83.4M
[2024-03-14T11:16:13.326+0000] {subprocess.py:93} INFO -   5350K .......... .......... .......... .......... .......... 1.22M
[2024-03-14T11:16:13.328+0000] {subprocess.py:93} INFO -   5400K .......... .......... .......... .......... .......... 21.4M
[2024-03-14T11:16:13.376+0000] {subprocess.py:93} INFO -   5450K .......... .......... .......... .......... .......... 1.06M
[2024-03-14T11:16:13.377+0000] {subprocess.py:93} INFO -   5500K .......... .......... .......... .......... ..........  231M
[2024-03-14T11:16:13.408+0000] {subprocess.py:93} INFO -   5550K .......... .......... .......... .......... .......... 1.50M
[2024-03-14T11:16:13.411+0000] {subprocess.py:93} INFO -   5600K .......... .......... .......... .......... ..........  369M
[2024-03-14T11:16:13.437+0000] {subprocess.py:93} INFO -   5650K .......... .......... .......... .......... .......... 1.67M
[2024-03-14T11:16:13.439+0000] {subprocess.py:93} INFO -   5700K .......... .......... .......... .......... .......... 63.8M
[2024-03-14T11:16:13.441+0000] {subprocess.py:93} INFO -   5750K .......... .......... .......... .......... .......... 28.0M
[2024-03-14T11:16:13.469+0000] {subprocess.py:93} INFO -   5800K .......... .......... .......... .......... .......... 1.70M
[2024-03-14T11:16:13.470+0000] {subprocess.py:93} INFO -   5850K .......... .......... .......... .......... ..........  356M
[2024-03-14T11:16:13.523+0000] {subprocess.py:93} INFO -   5900K .......... .......... .......... .......... ..........  931K
[2024-03-14T11:16:13.533+0000] {subprocess.py:93} INFO -   5950K .......... .......... .......... .......... .......... 6.23M
[2024-03-14T11:16:13.548+0000] {subprocess.py:93} INFO -   6000K .......... .......... .......... .......... .......... 2.69M
[2024-03-14T11:16:13.567+0000] {subprocess.py:93} INFO -   6050K .......... .......... .......... .......... .......... 3.33M
[2024-03-14T11:16:13.586+0000] {subprocess.py:93} INFO -   6100K .......... .......... .......... .......... .......... 2.77M
[2024-03-14T11:16:13.597+0000] {subprocess.py:93} INFO -   6150K .......... .......... .......... .......... .......... 3.30M
[2024-03-14T11:16:13.602+0000] {subprocess.py:93} INFO -   6200K .......... .......... .......... .......... .......... 47.5M
[2024-03-14T11:16:13.613+0000] {subprocess.py:93} INFO -   6250K .......... .......... .......... .......... .......... 2.95M
[2024-03-14T11:16:13.639+0000] {subprocess.py:93} INFO -   6300K .......... .......... .......... .......... .......... 1.89M
[2024-03-14T11:16:13.640+0000] {subprocess.py:93} INFO -   6350K .......... .......... .......... .......... .......... 74.8M
[2024-03-14T11:16:13.645+0000] {subprocess.py:93} INFO -   6400K .......... .......... .......... .......... .......... 48.9M
[2024-03-14T11:16:13.707+0000] {subprocess.py:93} INFO -   6450K .......... .......... .......... .......... ..........  752K
[2024-03-14T11:16:13.710+0000] {subprocess.py:93} INFO -   6500K .......... .......... .......... .......... .......... 13.6M
[2024-03-14T11:16:13.746+0000] {subprocess.py:93} INFO -   6550K .......... .......... .......... .......... .......... 1.35M
[2024-03-14T11:16:13.747+0000] {subprocess.py:93} INFO -   6600K .......... .......... .......... .......... ..........  340M
[2024-03-14T11:16:13.785+0000] {subprocess.py:93} INFO -   6650K .......... .......... .......... .......... .......... 1.25M
[2024-03-14T11:16:13.848+0000] {subprocess.py:93} INFO -   6700K .......... .......... .......... .......... .......... 41.8M
[2024-03-14T11:16:13.859+0000] {subprocess.py:93} INFO -   6750K .......... .......... .......... .......... .......... 1.68M
[2024-03-14T11:16:13.860+0000] {subprocess.py:93} INFO -   6800K .......... .......... .......... .......... .......... 2.54M
[2024-03-14T11:16:13.861+0000] {subprocess.py:93} INFO -   6850K .......... .......... .......... .......... .......... 5.35M
[2024-03-14T11:16:13.861+0000] {subprocess.py:93} INFO -   6900K .......... .......... .......... .......... .......... 9.93M
[2024-03-14T11:16:13.862+0000] {subprocess.py:93} INFO -   6950K .......... .......... .......... .......... ..........  300M
[2024-03-14T11:16:13.874+0000] {subprocess.py:93} INFO -   7000K .......... .......... .......... .......... .......... 1.95M
[2024-03-14T11:16:13.893+0000] {subprocess.py:93} INFO -   7050K .......... .......... .......... .......... .......... 5.53M
[2024-03-14T11:16:13.906+0000] {subprocess.py:93} INFO -   7100K .......... .......... .......... .......... .......... 2.07M
[2024-03-14T11:16:13.908+0000] {subprocess.py:93} INFO -   7150K .......... .......... .......... .......... ..........  348M
[2024-03-14T11:16:13.953+0000] {subprocess.py:93} INFO -   7200K .......... .......... .......... .......... .......... 1.09M
[2024-03-14T11:16:13.958+0000] {subprocess.py:93} INFO -   7250K .......... .......... .......... .......... .......... 7.03M
[2024-03-14T11:16:13.980+0000] {subprocess.py:93} INFO -   7300K .......... .......... .......... .......... .......... 2.26M
[2024-03-14T11:16:14.017+0000] {subprocess.py:93} INFO -   7350K .......... .......... .......... .......... .......... 5.49M
[2024-03-14T11:16:14.060+0000] {subprocess.py:93} INFO -   7400K .......... .......... .......... .......... .......... 1.29M
[2024-03-14T11:16:14.062+0000] {subprocess.py:93} INFO -   7450K .......... .......... .......... .......... ..........  124M
[2024-03-14T11:16:14.091+0000] {subprocess.py:93} INFO -   7500K .......... .......... .......... .......... .......... 3.77M
[2024-03-14T11:16:14.097+0000] {subprocess.py:93} INFO -   7550K .......... .......... .......... .......... .......... 4.45M
[2024-03-14T11:16:14.118+0000] {subprocess.py:93} INFO -   7600K .......... .......... .......... .......... .......... 5.96M
[2024-03-14T11:16:14.119+0000] {subprocess.py:93} INFO -   7650K .......... .......... .......... .......... .......... 1.54M
[2024-03-14T11:16:14.120+0000] {subprocess.py:93} INFO -   7700K .......... .......... .......... .......... ..........  348M
[2024-03-14T11:16:14.121+0000] {subprocess.py:93} INFO -   7750K .......... .......... .......... .......... .......... 3.50M
[2024-03-14T11:16:14.121+0000] {subprocess.py:93} INFO -   7800K .......... .......... .......... .......... .......... 3.86M
[2024-03-14T11:16:14.138+0000] {subprocess.py:93} INFO -   7850K .......... .......... .......... .......... .......... 2.59M
[2024-03-14T11:16:14.139+0000] {subprocess.py:93} INFO -   7900K .......... .......... .......... .......... .......... 56.6M
[2024-03-14T11:16:14.154+0000] {subprocess.py:93} INFO -   7950K .......... .......... .......... .......... .......... 32.3M
[2024-03-14T11:16:14.187+0000] {subprocess.py:93} INFO -   8000K .......... .......... .......... .......... .......... 1.00M
[2024-03-14T11:16:14.188+0000] {subprocess.py:93} INFO -   8050K .......... .......... .......... .......... ..........  391M
[2024-03-14T11:16:14.202+0000] {subprocess.py:93} INFO -   8100K .......... .......... .......... .......... .......... 3.48M
[2024-03-14T11:16:14.203+0000] {subprocess.py:93} INFO -   8150K .......... .......... .......... .......... .......... 50.4M
[2024-03-14T11:16:14.239+0000] {subprocess.py:93} INFO -   8200K .......... .......... .......... .......... .......... 1.50M
[2024-03-14T11:16:14.240+0000] {subprocess.py:93} INFO -   8250K .......... .......... .......... .......... .......... 19.6M
[2024-03-14T11:16:14.270+0000] {subprocess.py:93} INFO -   8300K .......... .......... .......... .......... .......... 1.71M
[2024-03-14T11:16:14.270+0000] {subprocess.py:93} INFO -   8350K .......... .......... .......... .......... .......... 23.2M
[2024-03-14T11:16:14.271+0000] {subprocess.py:93} INFO -   8400K .......... .......... .......... .......... ..........  174M
[2024-03-14T11:16:14.308+0000] {subprocess.py:93} INFO -   8450K .......... .......... .......... .......... .......... 1.24M
[2024-03-14T11:16:14.310+0000] {subprocess.py:93} INFO -   8500K .......... .......... .......... .......... .......... 33.3M
[2024-03-14T11:16:14.338+0000] {subprocess.py:93} INFO -   8550K .......... .......... .......... .......... .......... 1.80M
[2024-03-14T11:16:14.339+0000] {subprocess.py:93} INFO -   8600K .......... .......... .......... .......... .......... 39.8M
[2024-03-14T11:16:14.377+0000] {subprocess.py:93} INFO -   8650K .......... .......... .......... .......... .......... 1.34M
[2024-03-14T11:16:14.383+0000] {subprocess.py:93} INFO -   8700K .......... .......... .......... .......... .......... 6.15M
[2024-03-14T11:16:14.420+0000] {subprocess.py:93} INFO -   8750K .......... .......... .......... .......... .......... 1.28M
[2024-03-14T11:16:14.421+0000] {subprocess.py:93} INFO -   8800K .......... .......... .......... .......... ..........  150M
[2024-03-14T11:16:14.436+0000] {subprocess.py:93} INFO -   8850K .......... .......... .......... .......... .......... 3.23M
[2024-03-14T11:16:14.438+0000] {subprocess.py:93} INFO -   8900K .......... .......... .......... .......... .......... 50.3M
[2024-03-14T11:16:14.475+0000] {subprocess.py:93} INFO -   8950K .......... .......... .......... .......... .......... 1.24M
[2024-03-14T11:16:14.480+0000] {subprocess.py:93} INFO -   9000K .......... .......... .......... .......... .......... 11.9M
[2024-03-14T11:16:14.536+0000] {subprocess.py:93} INFO -   9050K .......... .......... .......... .......... ..........  882K
[2024-03-14T11:16:14.537+0000] {subprocess.py:93} INFO -   9100K .......... .......... .......... .......... ..........  128M
[2024-03-14T11:16:14.539+0000] {subprocess.py:93} INFO -   9150K .......... .......... .......... .......... .......... 27.1M
[2024-03-14T11:16:14.556+0000] {subprocess.py:93} INFO -   9200K .......... .......... .......... .......... .......... 3.07M
[2024-03-14T11:16:14.557+0000] {subprocess.py:93} INFO -   9250K .......... .......... .......... .......... ..........  236M
[2024-03-14T11:16:14.573+0000] {subprocess.py:93} INFO -   9300K .......... .......... .......... .......... .......... 2.86M
[2024-03-14T11:16:14.574+0000] {subprocess.py:93} INFO -   9350K .......... .......... .......... .......... .......... 61.3M
[2024-03-14T11:16:14.620+0000] {subprocess.py:93} INFO -   9400K .......... .......... .......... .......... .......... 1.04M
[2024-03-14T11:16:14.623+0000] {subprocess.py:93} INFO -   9450K .......... .......... .......... .......... .......... 23.3M
[2024-03-14T11:16:14.650+0000] {subprocess.py:93} INFO -   9500K .......... .......... .......... .......... .......... 1.75M
[2024-03-14T11:16:14.651+0000] {subprocess.py:93} INFO -   9550K .......... .......... .......... .......... ..........  347M
